"","X","doc.text","State","PolsWhoOppose","Current","Count","Congress","Name","SenatorsOppose","RepsOppose","GovsOppose"
"242",242,"William Enyart (D-Illinois)[114]","Illinois",1,"Current","Count","Congress","William Enyart ",0,1,0
"243",243,"Blake Farenthold (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Blake Farenthold ",0,1,0
"244",244,"Stephen Fincher (R-Tennessee)[60][61]","Tennessee",1,"Current","Count","Congress","Stephen Fincher ",0,1,0
"245",245,"Michael Fitzpatrick (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Michael Fitzpatrick ",0,1,0
"246",246,"Chuck Fleischmann (R-Tennessee)[60][61]","Tennessee",1,"Current","Count","Congress","Chuck Fleischmann ",0,1,0
"247",247,"John Fleming (R-Louisiana)[60][61]","Louisiana",1,"Current","Count","Congress","John Fleming ",0,1,0
"248",248,"Bill Flores (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Bill Flores ",0,1,0
"249",249,"Randy Forbes (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Randy Forbes ",0,1,0
"250",250,"Jeff Fortenberry (R-Nebraska)[60][61]","Nebraska",1,"Current","Count","Congress","Jeff Fortenberry ",0,1,0
"251",251,"Virginia Foxx (R-North Carolina)[60][61]","Virginia",1,"Current","Count","Congress","Virginia Foxx ",0,1,0
"252",252,"Trent Franks (R-Arizona)[60][61]","Arizona",1,"Current","Count","Congress","Trent Franks ",0,1,0
"253",253,"Rodney Frelinghuysen (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Rodney Frelinghuysen ",0,1,0
"254",254,"Pete Gallego (D-Texas)[114]","Texas",1,"Current","Count","Congress","Pete Gallego ",0,1,0
"255",255,"Cory Gardner (R-Colorado)[60][61]","Colorado",1,"Current","Count","Congress","Cory Gardner ",0,1,0
"256",256,"Scott Garrett (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Scott Garrett ",0,1,0
"257",257,"Jim Gerlach (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Jim Gerlach ",0,1,0
"258",258,"Bob Gibbs (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Bob Gibbs ",0,1,0
"259",259,"Chris Gibson (R-New York)[60][61]","New York",1,"Current","Count","Congress","Chris Gibson ",0,1,0
"260",260,"John Gingrey (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","John Gingrey ",0,1,0
"261",261,"Bob Goodlatte (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Bob Goodlatte ",0,1,0
"262",262,"Paul Gosar (R-Arizona)[60][61]","Arizona",1,"Current","Count","Congress","Paul Gosar ",0,1,0
"263",263,"Kay Granger (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Kay Granger ",0,1,0
"264",264,"Tom Graves (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Tom Graves ",0,1,0
"265",265,"Samuel Graves (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Samuel Graves ",0,1,0
"266",266,"Tim Griffin (R-Arkansas)[60][61]","Arkansas",1,"Current","Count","Congress","Tim Griffin ",0,1,0
"267",267,"Morgan Griffith (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Morgan Griffith ",0,1,0
"268",268,"Michael Grimm (R-New York)[60][61]","New York",1,"Current","Count","Congress","Michael Grimm ",0,1,0
"269",269,"Brett Guthrie (R-Kentucky)[60][61]","Kentucky",1,"Current","Count","Congress","Brett Guthrie ",0,1,0
"270",270,"Ralph Hall (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Ralph Hall ",0,1,0
"271",271,"Gregg Harper (R-Mississippi)[60][61]","Mississippi",1,"Current","Count","Congress","Gregg Harper ",0,1,0
"272",272,"Andy Harris (R-Maryland)[60][61]","Maryland",1,"Current","Count","Congress","Andy Harris ",0,1,0
"273",273,"Vicky Hartzler (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Vicky Hartzler ",0,1,0
"274",274,"Doc Hastings (R-Washington)[60][61]","Washington",1,"Current","Count","Congress","Doc Hastings ",0,1,0
"275",275,"Nan Hayworth (R-New York)[60][61]","New York",1,"Current","Count","Congress","Nan Hayworth ",0,1,0
"276",276,"Joe Heck (R-Nevada)[60][61]","Nevada",1,"Current","Count","Congress","Joe Heck ",0,1,0
"277",277,"Jeb Hensarling (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Jeb Hensarling ",0,1,0
"278",278,"Jaime Herrera (R-Washington)[60][61]","Washington",1,"Current","Count","Congress","Jaime Herrera ",0,1,0
"279",279,"George Holding (R-North Carolina)[115]","North Carolina",1,"Current","Count","Congress","George Holding ",0,1,0
"280",280,"Richard Hudson (R-North Carolina)[116]","North Carolina",1,"Current","Count","Congress","Richard Hudson ",0,1,0
"281",281,"Tim Huelskamp (R-Kansas)[60][61]","Kansas",1,"Current","Count","Congress","Tim Huelskamp ",0,1,0
"282",282,"Bill Huizenga (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Bill Huizenga ",0,1,0
"283",283,"Randy Hultgren (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Randy Hultgren ",0,1,0
"284",284,"Duncan Hunter (R-California)[60][61]","California",1,"Current","Count","Congress","Duncan Hunter ",0,1,0
"285",285,"Robert Hurt (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Robert Hurt ",0,1,0
"286",286,"Darrell Issa (R-California)[60][61]","California",1,"Current","Count","Congress","Darrell Issa ",0,1,0
"287",287,"Lynn Jenkins (R-Kansas)[60][61]","Kansas",1,"Current","Count","Congress","Lynn Jenkins ",0,1,0
"288",288,"Samuel Johnson (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Samuel Johnson ",0,1,0
"289",289,"Bill Johnson (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Bill Johnson ",0,1,0
"290",290,"Walter Jones (R-North Carolina)[60][61]","North Carolina",1,"Current","Count","Congress","Walter Jones ",0,1,0
"291",291,"Jim Jordan (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Jim Jordan ",0,1,0
"292",292,"David Joyce (R-Ohio)[117]","Ohio",1,"Current","Count","Congress","David Joyce ",0,1,0
"293",293,"Mike Kelly (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Mike Kelly ",0,1,0
"294",294,"Steve King (R-Iowa)[60][61]","Iowa",1,"Current","Count","Congress","Steve King ",0,1,0
"295",295,"Peter King (R-New York)[60][61]","New York",1,"Current","Count","Congress","Peter King ",0,1,0
"296",296,"Jack Kingston (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Jack Kingston ",0,1,0
"297",297,"Adam Kinzinger (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Adam Kinzinger ",0,1,0
"298",298,"John Kline (R-Minnesota)[60][61]","Minnesota",1,"Current","Count","Congress","John Kline ",0,1,0
"299",299,"Raúl Labrador (R-Idaho)[60][61]","Idaho",1,"Current","Count","Congress","Raúl Labrador ",0,1,0
"300",300,"Doug Lamborn (R-Colorado)[60][61]","Colorado",1,"Current","Count","Congress","Doug Lamborn ",0,1,0
"301",301,"Doug LaMalfa (R-California)[118]","California",1,"Current","Count","Congress","Doug LaMalfa ",0,1,0
"302",302,"Leonard Lance (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Leonard Lance ",0,1,0
"303",303,"James Lankford (R-Oklahoma)[60][61]","Oklahoma",1,"Current","Count","Congress","James Lankford ",0,1,0
"304",304,"Tom Latham (R-Iowa)[60][61]","Iowa",1,"Current","Count","Congress","Tom Latham ",0,1,0
"305",305,"Robert Latta (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Robert Latta ",0,1,0
"306",306,"Dan Lipinski (D-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Dan Lipinski ",0,1,0
"307",307,"Frank LoBiondo (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Frank LoBiondo ",0,1,0
"308",308,"Billy Long (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Billy Long ",0,1,0
"309",309,"Frank Lucas (R-Oklahoma)[60][61]","Oklahoma",1,"Current","Count","Congress","Frank Lucas ",0,1,0
"310",310,"Blaine Luetkemeyer (R-Missouri)[60][61]","Missouri",1,"Current","Count","Congress","Blaine Luetkemeyer ",0,1,0
"311",311,"Cynthia Lummis (R-Wyoming)[61]","Wyoming",1,"Current","Count","Congress","Cynthia Lummis ",0,1,0
"312",312,"Jim Matheson (D-Utah)[60][61]","Utah",1,"Current","Count","Congress","Jim Matheson ",0,1,0
"313",313,"Kenny Marchant (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Kenny Marchant ",0,1,0
"314",314,"Thomas Marino (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Thomas Marino ",0,1,0
"315",315,"Thomas Massie (R-Kentucky)[119]","Kentucky",1,"Current","Count","Congress","Thomas Massie ",0,1,0
"316",316,"Mark Meadows (R-North Carolina)[120]","North Carolina",1,"Current","Count","Congress","Mark Meadows ",0,1,0
"317",317,"Vance McAllister (R-Louisiana)[121]","Louisiana",1,"Current","Count","Congress","Vance McAllister ",0,1,0
"318",318,"Michael McCaul (R-Texas)[61]","Texas",1,"Current","Count","Congress","Michael McCaul ",0,1,0
"319",319,"Tom McClintock (R-California)[60][61]","California",1,"Current","Count","Congress","Tom McClintock ",0,1,0
"320",320,"Patrick McHenry (R-North Carolina)[60][61]","North Carolina",1,"Current","Count","Congress","Patrick McHenry ",0,1,0
"321",321,"Mike McIntyre (D-North Carolina)[60][61]","North Carolina",1,"Current","Count","Congress","Mike McIntyre ",0,1,0
"322",322,"Howard McKeon (R-California)[60][61]","California",1,"Current","Count","Congress","Howard McKeon ",0,1,0
"323",323,"David McKinley (R-West Virginia)[60][61]","West Virginia",1,"Current","Count","Congress","David McKinley ",0,1,0
"324",324,"Cathy McMorris Rodgers (R-Washington)[60][61]","Washington",1,"Current","Count","Congress","Cathy McMorris Rodgers ",0,1,0
"325",325,"Pat Meehan (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Pat Meehan ",0,1,0
"326",326,"Luke Messer (R-Indiana)[122]","Indiana",1,"Current","Count","Congress","Luke Messer ",0,1,0
"327",327,"John Mica (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","John Mica ",0,1,0
"328",328,"Jeff Miller (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Jeff Miller ",0,1,0
"329",329,"Gary Miller (R-California)[60][61]","California",1,"Current","Count","Congress","Gary Miller ",0,1,0
"330",330,"Candice Miller (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Candice Miller ",0,1,0
"331",331,"Markwayne Mullin (R-Oklahoma)[123]","Oklahoma",1,"Current","Count","Congress","Markwayne Mullin ",0,1,0
"332",332,"Mick Mulvaney (R-South Carolina)[60][61]","South Carolina",1,"Current","Count","Congress","Mick Mulvaney ",0,1,0
"333",333,"Tim Murphy (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Tim Murphy ",0,1,0
"334",334,"Randy Neugebauer (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Randy Neugebauer ",0,1,0
"335",335,"Kristi Noem (R-South Dakota)[60][61]","South Dakota",1,"Current","Count","Congress","Kristi Noem ",0,1,0
"336",336,"Richard Nugent (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Richard Nugent ",0,1,0
"337",337,"Devin Nunes (R-California)[60][61]","California",1,"Current","Count","Congress","Devin Nunes ",0,1,0
"338",338,"Alan Nunnelee (R-Mississippi)[60][61]","Mississippi",1,"Current","Count","Congress","Alan Nunnelee ",0,1,0
"339",339,"Pete Olson (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Pete Olson ",0,1,0
"340",340,"Steven Palazzo (R-Mississippi)[60][61]","Mississippi",1,"Current","Count","Congress","Steven Palazzo ",0,1,0
"341",341,"Erik Paulsen (R-Minnesota)[60][61]","Minnesota",1,"Current","Count","Congress","Erik Paulsen ",0,1,0
"342",342,"Stevan Pearce (R-New Mexico)[60][61]","New Mexico",1,"Current","Count","Congress","Stevan Pearce ",0,1,0
"343",343,"Scott Perry (R-Pennsylvania)[124]","Pennsylvania",1,"Current","Count","Congress","Scott Perry ",0,1,0
"344",344,"Tom Petri (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Tom Petri ",0,1,0
"345",345,"Robert Pittenger (R-North Carolina)[125]","North Carolina",1,"Current","Count","Congress","Robert Pittenger ",0,1,0
"346",346,"Joseph Pitts (R-Pennsylvania)[60][61]","Pennsylvania",1,"Current","Count","Congress","Joseph Pitts ",0,1,0
"347",347,"Ted Poe (R-Texas)[60][61]","Texas",1,"Current","Count","Congress","Ted Poe ",0,1,0
"348",348,"Mike Pompeo (R-Kansas)[60][61]","Kansas",1,"Current","Count","Congress","Mike Pompeo ",0,1,0
"349",349,"Bill Posey (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Bill Posey ",0,1,0
"350",350,"Tom Price (R-Georgia)[60][61]","Georgia",1,"Current","Count","Congress","Tom Price ",0,1,0
"351",351,"Nick Rahall (D-West Virginia)[60][61]","West Virginia",1,"Current","Count","Congress","Nick Rahall ",0,1,0
"352",352,"Tom Reed (R-New York)[60][61]","New York",1,"Current","Count","Congress","Tom Reed ",0,1,0
"353",353,"David Reichert (R-Washington)[61]","Washington",1,"Current","Count","Congress","David Reichert ",0,1,0
"354",354,"Jim Renacci (R-Ohio)[60][61]","Ohio",1,"Current","Count","Congress","Jim Renacci ",0,1,0
"355",355,"Reid Ribble (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Reid Ribble ",0,1,0
"356",356,"Tom Rice (R-South Carolina)[126]","South Carolina",1,"Current","Count","Congress","Tom Rice ",0,1,0
"357",357,"Scott Rigell (R-Virginia)[60][61]","Virginia",1,"Current","Count","Congress","Scott Rigell ",0,1,0
"358",358,"Martha Roby (R-Alabama)[60][61]","Alabama",1,"Current","Count","Congress","Martha Roby ",0,1,0
"359",359,"Phil Roe (R-Tennessee)[60][61]","Tennessee",1,"Current","Count","Congress","Phil Roe ",0,1,0
"360",360,"Michael Rogers (R-Alabama)[60][61]","Alabama",1,"Current","Count","Congress","Michael Rogers ",0,1,0
"361",361,"Michael Rogers (R-Michigan)[60][61]","Michigan",1,"Current","Count","Congress","Michael Rogers ",0,1,0
"362",362,"Harold Rogers (R-Kentucky)[60][61]","Kentucky",1,"Current","Count","Congress","Harold Rogers ",0,1,0
"363",363,"Dana Rohrabacher (R-California)[60][61]","California",1,"Current","Count","Congress","Dana Rohrabacher ",0,1,0
"364",364,"Todd Rokita (R-Indiana)[60][61]","Indiana",1,"Current","Count","Congress","Todd Rokita ",0,1,0
"365",365,"Thomas Rooney (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Thomas Rooney ",0,1,0
"366",366,"Peter Roskam (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Peter Roskam ",0,1,0
"367",367,"Dennis Ross (R-Florida)[60][61]","Florida",1,"Current","Count","Congress","Dennis Ross ",0,1,0
"368",368,"Keith Rothfus (R-Pennsylvania)[127]","Pennsylvania",1,"Current","Count","Congress","Keith Rothfus ",0,1,0
"369",369,"Edward Royce (R-California)[60][61]","California",1,"Current","Count","Congress","Edward Royce ",0,1,0
"370",370,"Jon Runyan (R-New Jersey)[60][61]","New Jersey",1,"Current","Count","Congress","Jon Runyan ",0,1,0
"371",371,"Paul Ryan (R-Wisconsin)[60][61]","Wisconsin",1,"Current","Count","Congress","Paul Ryan ",0,1,0
"372",372,"Matt Salmon (R-Arizona)[128]","Arizona",1,"Current","Count","Congress","Matt Salmon ",0,1,0
"373",373,"Mark Sanford (R-South Carolina)[129]","South Carolina",1,"Current","Count","Congress","Mark Sanford ",0,1,0
"374",374,"Aaron Schock (R-Illinois)[60][61]","Illinois",1,"Current","Count","Congress","Aaron Schock ",0,1,0
